Id,SalePrice
1461,125188.65119787947
1462,150847.37176174275
1463,184159.98998307346
1464,193648.52627571093
1465,195667.5588231859
1466,180988.3448164331
1467,183071.7031378024
1468,164491.72708588338
1469,200625.77821016964
1470,121540.52785371263
1471,182352.18937461503
1472,96462.37900677274
1473,98464.23108826851
1474,147991.53747345877
1475,128731.66406675952
1476,365415.2690947774
1477,247303.83094271884
1478,300012.37158255704
1479,298637.3097457198
1480,452785.04996842524
1481,322375.74964142684
1482,216430.7802729323
1483,175875.9463499817
1484,169153.52971507478
1485,186913.33389693953
1486,199186.93966320547
1487,334167.72067311447
1488,239398.56962380267
1489,199345.61159202363
1490,217835.91863744656
1491,187312.1395043211
1492,96076.97665494407
1493,174336.6994392844
1494,308157.3505806789
1495,316084.84617423813
1496,224533.10240444448
1497,183841.96312873968
1498,155061.0977912996
1499,157426.1172977232
1500,147809.37587496242
1501,163031.00175177265
1502,157229.99957210067
1503,295616.6467905813
1504,248933.92203247672
1505,222643.5159302219
1506,201822.52314659112
1507,244338.5237806126
1508,202227.65174971253
1509,164001.7006068899
1510,144466.72365519326
1511,144211.68541144507
1512,164560.03987195794
1513,142511.47123029796
1514,162512.16285709388
1515,189325.19490496846
1516,150857.63660254414
1517,170997.52440322886
1518,136810.70946576277
1519,197436.5017558768
1520,134038.09904175572
1521,134739.11432180344
1522,174510.70616898182
1523,108222.4115743255
1524,120614.42018163041
1525,120633.43305733589
1526,122576.13316380045
1527,114325.26379726187
1528,131774.1042426588
1529,138968.47747145413
1530,171749.03434050956
1531,120234.9227156221
1532,106101.45717461867
1533,134209.58420548393
1534,123777.88715209208
1535,152052.85697488164
1536,109837.33126701486
1537,70018.89009524803
1538,152544.84659573127
1539,191960.9203236168
1540,98921.67559590333
1541,135031.45736103153
1542,134444.99078149543
1543,180526.03807112112
1544,79016.56753411406
1545,111717.40540656207
1546,130349.20292996934
1547,129959.41867598113
1548,123243.9152481506
1549,108898.81430728428
1550,131475.5134149705
1551,119616.96986893461
1552,145153.7176061888
1553,137746.88608960694
1554,117719.4296393922
1555,173706.74013234072
1556,88871.79884381409
1557,108656.87118552449
1558,96185.51520025512
1559,98202.71711480003
1560,134810.21777507223
1561,120946.577051784
1562,128432.33651782403
1563,118069.13612567006
1564,160333.6918905804
1565,142652.04638047548
1566,245428.2345368035
1567,79939.44405281146
1568,227454.51591094292
1569,143554.78926149913
1570,149696.70151930238
1571,117926.72604097087
1572,147590.80298886434
1573,234324.534645195
1574,113235.7898269398
1575,215301.26528643628
1576,206284.12199297213
1577,190257.54058730224
1578,151339.80850277471
1579,152729.87375908627
1580,200214.05613268467
1581,156456.04919354722
1582,131940.4183994485
1583,320374.56485192396
1584,221778.56876816187
1585,142117.89080826537
1586,69406.61124621167
1587,104769.49382258687
1588,147669.16033399393
1589,91126.37693236908
