Id,SalePrice
1461,127483.02511472974
1462,165643.23528010183
1463,183220.58687841997
1464,195838.27031298075
1465,186485.56248791426
1466,171571.74878877206
1467,175992.29669915693
1468,162246.2089279678
1469,190016.41268909903
1470,123745.3903755607
1471,189325.93935698722
1472,96198.53140444697
1473,98238.76346526788
1474,150106.79010352053
1475,118061.61819307676
1476,375711.1280020571
1477,258041.44221780138
1478,294680.22047141445
1479,313869.05502259615
1480,474541.152931696
1481,310660.67718026193
1482,201680.6407288468
1483,170624.7477848719
1484,164943.358202907
1485,174761.354565227
1486,191448.88500880354
1487,349156.60788941954
1488,233667.30055955084
1489,210113.55250609756
1490,240529.31907657447
1491,187425.35240431124
1492,92137.73633703178
1493,194092.77246224968
1494,279547.3594561838
1495,281463.16475833405
1496,253713.73110693804
1497,182307.6591494351
1498,158004.18051206254
1499,166414.4816423653
1500,153585.89647358446
1501,176202.5738799876
1502,148149.11475859175
1503,306540.399531643
1504,239999.2391623748
1505,232112.64884747934
1506,191656.53808773434
1507,249820.53974185826
1508,200574.458272829
1509,155082.63714740347
1510,145019.18034586584
1511,141388.4097755487
1512,171826.91054451314
1513,141478.7828519682
1514,158302.14512065816
1515,191997.7346169198
1516,146627.85294886035
1517,166823.4427153488
1518,136153.97050548883
1519,207745.52158740125
1520,132839.42272017893
1521,135056.89716511656
1522,179343.97063199925
1523,109877.78934042914
1524,122327.42806416594
1525,124649.24729377069
1526,119435.84291713093
1527,107437.1748737354
1528,127808.15746541184
1529,142716.9594265291
1530,168893.1526449846
1531,122717.00981883769
1532,104213.91282290504
1533,138435.01821018098
1534,120183.16921036164
1535,149346.97321399342
1536,109161.47321051707
1537,71423.82730701732
1538,138117.32137278645
1539,191059.79204049247
1540,90948.18284163014
1541,133382.30406414968
1542,137220.55176947577
1543,196000.52510342808
1544,72920.50215672771
1545,114701.29113374138
1546,137109.61657506885
1547,130625.04504908097
1548,138504.22975944562
1549,111858.46099137592
1550,137969.46633845105
1551,111109.1662859894
1552,146301.9722213755
1553,152171.84041085077
1554,115210.59004153451
1555,172896.7844872063
1556,90173.46019981167
1557,106313.3401116037
1558,98749.00198960469
1559,78356.6523201545
1560,135687.47387192838
1561,126444.62146442234
1562,127293.09650251264
1563,118797.88231801547
1564,157275.51033944247
1565,147278.69636254117
1566,247052.5617497927
1567,73356.32659960804
1568,233067.8295912697
1569,133765.35508432024
1570,147389.66008666687
1571,125400.00646884572
1572,146328.55616300367
1573,247145.58622666972
1574,114423.83321760569
1575,225405.80975215763
1576,228594.2537498321
1577,200252.77474918184
1578,142867.5982402964
1579,145425.4349097219
1580,199421.79443171708
1581,165921.7240889544
1582,132114.11763397823
1583,304614.59064495197
1584,231000.09721756488
1585,141478.46136251022
1586,70978.38123971464
1587,103963.79321115643
1588,153402.32443188207
1589,102720.46283246315
1590,130675.81291254442
1591,94327.79736516128
1592,117775.21345059747
1593,124288.39366794382
1594,135196.70566644997
1595,107316.12787243207
1596,219126.83480465214
1597,192218.52289621203
1598,192057.25442870223
1599,176877.65356265032
1600,167415.71952299908
1601,65481.8718526629
1602,118053.65717605337
1603,87628.7770816871
1604,267710.3368004498
1605,228184.49654239786
1606,171189.26501904774
1607,166652.2092579556
1608,226285.22726466594
1609,198010.40774524063
1610,155298.51349713735
1611,139264.5285552199
1612,165468.74963588075
1613,160025.44954811755
1614,130845.51687052689
1615,88512.26641067398
1616,77235.16838134259
1617,92570.34798145627
1618,123490.49617747095
1619,141764.46366597674
1620,162967.65172375555
1621,134135.0886804733
1622,145565.4317080742
1623,261204.43830214586
1624,216560.61293438356
1625,118591.68724692994
1626,159696.2266510968
1627,180391.33728663696
1628,272029.4984151071
1629,175720.313194819
1630,369703.7157679668
1631,208746.7571264891
1632,241944.87185108056
1633,165968.34345795042
1634,183312.1307120565
1635,179671.18483568894
1636,160631.6312993104
1637,203595.85383647983
1638,198462.40094110294
1639,185044.9386168792
1640,266013.86120957683
1641,183342.76519513485
1642,237527.49853174083
1643,236234.14984592827
1644,228193.67544158245
1645,211678.74345087586
1646,162075.9274152045
1647,161315.7872195582
1648,132704.47878281874
1649,143356.80325037803
1650,117607.4217692519
1651,118194.16916994151
1652,96634.16955811033
1653,99072.9055622772
1654,142392.54594676392
1655,141805.01535382945
1656,140335.30530892182
1657,143072.54105216387
1658,143267.1361700874
1659,123501.47396003392
1660,155397.35747042077
1661,429446.9087597112
1662,427474.7866046057
1663,383926.3434313288
1664,457479.1706955891
1665,309241.1026944665
1666,337009.1289652461
1667,374666.80683996354
1668,340043.36923197244
1669,300250.86132215307
1670,356590.15194935276
1671,268280.2812038225
1672,442460.02824048104
1673,292637.35800247843
1674,239643.04687226797
1675,190994.4195893916
1676,195616.05301095278
1677,220308.7272769191
1678,400901.27952825214
1679,416620.5771787305
1680,348060.515967867
1681,255728.3670625013
1682,325809.8455425145
1683,182002.02001285396
1684,178300.2507809976
1685,172925.53582224564
1686,162351.8639188425
1687,164032.8219129454
1688,186780.52236976183
1689,186739.24775872173
1690,193741.51887601407
1691,179140.79919815567
1692,264103.7496425013
1693,165493.8199013462
1694,183746.7923248877
1695,161232.73255042653
1696,276426.23701431334
1697,166356.1454236794
1698,365052.914913888
1699,299268.5115541044
1700,252520.2688964194
1701,276693.9982638326
1702,255661.70089094463
1703,268015.72917044995
1704,273182.06171439117
1705,228797.86479321728
1706,372216.55198701186
1707,226812.28746480762
1708,216511.9041708124
1709,261690.91542114105
1710,217318.69460389556
1711,274390.78472204786
1712,266158.7282863179
1713,279948.8619343103
1714,235592.21664096828
1715,207689.66370581253
1716,183435.21895773313
1717,170037.62908982145
1718,132158.6939276601
1719,201467.31543284366
1720,227045.72119213533
1721,168864.34181692047
1722,128365.86893369128
1723,155505.35467298282
1724,210926.1552238374
1725,233194.33055443276
1726,185184.0704075104
1727,160253.29939178325
1728,174517.57159245136
1729,163841.28089167702
1730,161203.25516567635
1731,111463.97325419671
1732,128419.7379008951
1733,119677.96177919734
1734,125391.35512197581
1735,134784.97362497542
1736,113255.6647736174
1737,289594.0855342344
1738,233147.11569510103
1739,267389.8739162311
1740,221878.0155559133
1741,201923.59241929892
1742,174133.47262852013
1743,171097.61290615992
1744,304092.4598795634
1745,199419.0647360925
1746,179438.6387714321
1747,242624.5588158314
1748,232273.57997740313
1749,152430.45792488736
1750,128453.39662019751
1751,247197.3809539653
1752,118393.29737234864
1753,145300.570532383
1754,194966.61417665705
1755,166302.35397102812
1756,125361.99530393054
1757,118820.45686023444
1758,141609.23998224863
1759,156339.14224270135
1760,162092.4576124849
1761,138924.09601266362
1762,176190.22088609217
1763,177271.07498988742
1764,118970.84389430087
1765,167985.34650470313
1766,182306.73282272817
1767,216653.69233311503
1768,148514.05835602837
1769,171182.8962849165
1770,151897.2456296068
1771,124323.23629514848
1772,128373.79873025042
1773,127863.79778700153
1774,131644.0349573969
1775,142169.14301125729
1776,124815.46296162599
1777,114427.08054266396
1778,146922.39537104793
1779,117139.14503212832
1780,165454.911512594
1781,130370.0953782489
1782,91068.59623519228
1783,140594.49852047037
1784,105829.17391125443
1785,120183.56162884056
1786,148761.69150409437
1787,165714.30872439904
1788,56047.714002170615
1789,99686.48432999829
1790,77386.51344266278
1791,173813.14777039006
1792,154210.11426734764
1793,121452.29443321233
1794,148670.87287934133
1795,132295.13348938743
1796,133110.13345068597
1797,117504.67092218854
1798,126188.36131950842
1799,107191.49935495875
1800,124415.89486372558
1801,128160.23604357582
1802,138681.11887738746
1803,149790.16005200206
1804,144659.8730194132
1805,139597.54735495022
1806,123960.87473923987
1807,125550.77163521563
1808,130548.22975245978
1809,121428.81654430847
1810,137428.58365427956
1811,99315.09085958787
1812,89599.83275231029
1813,124917.22641314728
1814,91024.50130230554
1815,56185.13559498283
1816,101367.71790815992
1817,117433.10917013792
1818,144208.64175281054
1819,126327.79236018636
1820,61186.01655150227
1821,123010.84285373562
1822,144233.59664143415
1823,50065.69476489013
1824,135921.723823615
1825,151228.70969603438
1826,108267.52425953106
1827,102644.59121815769
1828,131400.064457083
1829,122311.48688771202
1830,144826.88987584857
1831,143469.42243835126
1832,91976.46232527122
1833,143480.35837477414
1834,119814.91960869248
1835,115471.10426748417
1836,127179.58440966271
1837,96096.95262795819
1838,128942.64283200758
1839,86107.66537750042
1840,164101.16528899322
1841,144025.16981873324
1842,89187.95379194022
1843,140267.66722584167
1844,137448.92190006355
1845,146558.98444596084
1846,153941.77952221478
1847,176955.2886474741
1848,52649.695133903064
1849,115172.26999676446
1850,122003.19803902399
1851,157171.84407822
1852,127417.50777138845
1853,135322.2843500109
1854,178697.8240206314
1855,145884.2279732685
1856,215746.27645543028
1857,158579.78924623673
1858,140427.9174506811
1859,127425.68772223346
1860,164480.69557809364
1861,127127.28410396175
1862,298559.0209221462
1863,275658.101079017
1864,275658.101079017
1865,349269.70766905515
1866,356930.65216996643
1867,235660.4984930155
1868,310207.86691106344
1869,215700.58972141784
1870,226037.42275477585
1871,257642.29257887093
1872,173750.69895127794
1873,239490.24267274307
1874,155603.86594948368
1875,203600.24651322328
1876,193233.6719790447
1877,216378.21752409183
1878,207711.28849929693
1879,134085.6524409091
1880,142287.58204203064
1881,237628.20784349434
1882,254753.96761202835
1883,190738.92685525306
1884,201546.74206547224
1885,243140.145359084
1886,309836.0083551258
1887,209914.6259051942
1888,262751.17777852673
1889,172878.34021610394
1890,122475.33278451409
1891,138528.59649245226
1892,101218.99132529636
1893,128042.99352490333
1894,125422.89802300122
1895,138374.70155257196
1896,130193.16937788976
1897,115491.08039782204
1898,116227.35977527691
1899,154268.31772854115
1900,146333.0130020832
1901,185412.63260959057
1902,152634.4669812422
1903,213657.89750343855
1904,141543.61195351422
1905,192188.4226847118
1906,162404.54536833253
1907,208364.3886929695
1908,108068.82515557186
1909,136133.43426389585
1910,123066.0788089457
1911,204346.14091269395
1912,299185.08442255744
1913,138519.2612028255
1914,61114.24719356136
1915,310463.0374598823
1916,67294.67121728015
1917,229610.37592578863
1918,141630.7495694916
1919,175627.37579346774
1920,138825.54553723385
1921,433587.95781880873
1922,339071.06631946674
1923,224803.2257949973
1924,258021.7901400479
1925,198671.87432214874
1926,401659.30523066147
1927,134631.2027350172
1928,153772.7478295783
1929,125040.11104889232
1930,134248.01136742305
1931,144193.47724494475
1932,132455.07647157408
1933,187042.70797969704
1934,181442.40628431473
1935,169570.65913053643
1936,188460.70957704817
1937,177580.79895164768
1938,173985.70546405687
1939,245884.40764019647
1940,183922.29957303166
1941,169753.60050051173
1942,176210.41574747485
1943,211823.86670268286
1944,376923.80160374497
1945,409578.10366801935
1946,148357.47414259776
1947,309824.96077590476
1948,179999.2806929748
1949,247558.51717389253
1950,185810.1562275769
1951,256758.31281973876
