Id,SalePrice
1461,125780.80249866807
1462,155209.89196185092
1463,185149.53416617634
1464,195658.52320080285
1465,186064.14976720483
1466,172745.4793546713
1467,180347.2627932801
1468,165429.68494067423
1469,192469.42026352385
1470,126170.86123148745
1471,188205.49015274222
1472,97908.18284178629
1473,98083.99255475742
1474,145965.39937574326
1475,123546.15953953321
1476,365592.13730337773
1477,246505.9080409746
1478,292791.43666950375
1479,296875.3534974674
1480,487885.3363334028
1481,325428.1162216404
1482,202558.27153555042
1483,171649.60389966393
1484,166379.76702106753
1485,177342.20578601994
1486,193487.98752721125
1487,334220.128191241
1488,230613.09218968466
1489,208660.37840576554
1490,226834.97698652133
1491,189211.9703196442
1492,97773.92551859494
1493,176894.5237684729
1494,286921.50604148564
1495,288567.5945474306
1496,239659.281185024
1497,184940.74461784723
1498,158232.64480943143
1499,157745.21981842132
1500,151526.18579505297
1501,176725.82807165524
1502,148677.20062512322
1503,277721.6358903849
1504,240605.2066614082
1505,228784.95800397388
1506,184437.16181364327
1507,239468.53540767782
1508,201386.4980373958
1509,161080.52050973626
1510,147751.5196640934
1511,145607.62197528724
1512,169984.36189470487
1513,136781.21869361433
1514,157682.02991917435
1515,182674.66916513987
1516,149392.35812868975
1517,166358.44343840718
1518,136427.27587316156
1519,210014.07788293023
1520,135092.271436718
1521,137401.57650332872
1522,171379.68137941672
1523,112017.90793476859
1524,120353.08003855763
1525,121124.5650283291
1526,118761.7307327162
1527,106908.2452745478
1528,128657.67188651179
1529,143625.44544971845
1530,172220.4856018563
1531,108576.60370393086
1532,101295.04742190031
1533,133351.41299644718
1534,121679.83513411647
1535,151716.00429283196
1536,112625.38913542134
1537,69824.13872533216
1538,143307.8827592116
1539,193957.6735493296
1540,97132.68844992886
1541,140121.97623676443
1542,139563.97811558336
1543,203674.96281504058
1544,77990.10091251264
1545,110264.48916991286
1546,127270.29841193948
1547,127490.60225985137
1548,132355.57185256793
1549,113437.34610764273
1550,137744.3931399595
1551,108492.8000495016
1552,139288.22958175873
1553,146268.14502014886
1554,117217.93096555669
1555,173985.9860073189
1556,94540.92513400134
1557,106122.22803352284
1558,93240.63252535595
1559,77127.75203035306
1560,137240.39675277824
1561,127520.93552242171
1562,125380.91298813334
1563,118753.13399005421
1564,156020.201228632
1565,148616.96867760678
1566,253996.5869162555
1567,72950.88439442094
1568,229877.74170982168
1569,133667.78441952527
1570,137894.54412692084
1571,124690.23306468477
1572,148033.49665777138
1573,241842.39578506708
1574,113617.6997020805
1575,224373.8260429683
1576,236469.7754865708
1577,192433.78979204464
1578,147427.69059691945
1579,147115.5576631294
1580,197650.28802707483
1581,160977.61798414288
1582,130224.40790960315
1583,304467.6316057536
1584,226654.35493805923
1585,143505.450187971
1586,67794.47397189889
1587,96992.01656027717
1588,150504.3486247153
1589,101474.0822871502
1590,129862.34845261228
1591,97757.51688085064
1592,114339.76409617471
1593,129262.92100009353
1594,132282.79402425123
1595,107149.74888039498
1596,238182.03102899715
1597,193834.1504634723
1598,196852.28564866292
1599,177339.8926390701
1600,169383.215533943
1601,68801.99529044183
1602,118913.97646565805
1603,80636.3545859907
1604,269024.4333230518
1605,236695.88393794745
1606,165582.1047689891
1607,165270.36155278538
1608,223446.69989661055
1609,199767.26547151487
1610,156534.79093218717
1611,142306.940022084
1612,161058.63261007954
1613,160971.80988922916
1614,126946.15013695984
1615,89633.83188371857
1616,73857.59177765837
1617,91763.56223244891
1618,123699.81222496295
1619,139024.534458184
1620,163113.96917708003
1621,131348.06270595556
1622,137251.4040006846
1623,262385.747813564
1624,208212.01266953803
1625,121015.4302434402
1626,157101.16772131532
1627,189295.93202297032
1628,280351.61390212807
1629,177618.3649930265
1630,337621.77672709903
1631,219636.1895374109
1632,238466.53108090672
